"Feature","Value"
"T1WI_wavelet-LLL_ngtdm_Complexity",0.001509305
"T1WI_wavelet-LLL_ngtdm_Contrast",3.6e-06
"T2WI_original_shape_Elongation",0.972052098
"T2WI_original_shape_Flatness",0.75298832
"T2WI_original_shape_LeastAxisLength",25.49296719
"T2WI_original_shape_MajorAxisLength",33.85572725
"T2WI_original_shape_Maximum2DDiameterColumn",42.72001873
"T2WI_original_shape_Maximum2DDiameterRow",39.39543121
"T2WI_original_shape_Maximum2DDiameterSlice",40.02499219
"T2WI_original_shape_Maximum3DDiameter",43.92038251
"T2WI_original_shape_MeshVolume",18836.125
"T2WI_original_shape_MinorAxisLength",32.90953069
"T2WI_original_shape_SurfaceArea",5386.077643
"T2WI_original_shape_VoxelVolume",18888
"T2WI_original_firstorder_10Percentile",0.748370239
"T2WI_original_firstorder_90Percentile",3.560961067
"T2WI_original_firstorder_Energy",114239.1912
"T2WI_original_firstorder_Entropy",0.013030883
"T2WI_original_firstorder_InterquartileRange",1.823735902
"T2WI_original_firstorder_Kurtosis",1.805999608
"T2WI_original_firstorder_Maximum",4.560080923
"T2WI_original_firstorder_MeanAbsoluteDeviation",0.903725313
"T2WI_original_firstorder_Mean",2.229234942
"T2WI_original_firstorder_Median",2.312061247
"T2WI_original_firstorder_Minimum",-0.599757238
"T2WI_original_firstorder_Range",5.159838161
"T2WI_original_firstorder_RobustMeanAbsoluteDeviation",0.729719745
"T2WI_original_firstorder_RootMeanSquared",2.459317345
"T2WI_original_firstorder_Skewness",-0.153767556
"T2WI_original_firstorder_TotalEnergy",114239.1912
"T2WI_original_firstorder_Uniformity",0.997673192
"T2WI_original_firstorder_Variance",1.078753376
"T2WI_original_glcm_Autocorrelation",3.998388561
"T2WI_original_glcm_JointAverage",1.999567479
"T2WI_original_glcm_ClusterProminence",0.002518602
"T2WI_original_glcm_ClusterShade",-0.001573161
"T2WI_original_glcm_ClusterTendency",0.001101389
"T2WI_original_glcm_Contrast",0.000627754
"T2WI_original_glcm_DifferenceAverage",0.000627754
"T2WI_original_glcm_DifferenceEntropy",0.007336423
"T2WI_original_glcm_DifferenceVariance",0.000627192
"T2WI_original_glcm_JointEnergy",0.998508237
"T2WI_original_glcm_JointEntropy",0.009469298
"T2WI_original_glcm_Imc2",0.029626979
"T2WI_original_glcm_Idm",0.999686123
"T2WI_original_glcm_Idmn",0.999874449
"T2WI_original_glcm_Id",0.999686123
"T2WI_original_glcm_Idn",0.999790749
"T2WI_original_glcm_InverseVariance",0.000627754
"T2WI_original_glcm_MaximumProbability",0.999253602
"T2WI_original_glcm_SumEntropy",0.008841543
"T2WI_original_glcm_SumSquares",0.000432286
"T2WI_original_gldm_DependenceEntropy",2.142302336
"T2WI_original_gldm_DependenceNonUniformity",8997.944833
"T2WI_original_gldm_DependenceNonUniformityNormalized",0.476384203
"T2WI_original_gldm_GrayLevelNonUniformity",18844.05125
"T2WI_original_gldm_GrayLevelVariance",0.001163404
"T2WI_original_gldm_HighGrayLevelEmphasis",3.996505718
"T2WI_original_gldm_LargeDependenceHighGrayLevelEmphasis",2489.573909
"T2WI_original_gldm_LargeDependenceLowGrayLevelEmphasis",155.6146495
"T2WI_original_gldm_LowGrayLevelEmphasis",0.250873571
"T2WI_original_gldm_SmallDependenceLowGrayLevelEmphasis",0.000760657
"T2WI_original_glrlm_GrayLevelNonUniformity",1748.19258
"T2WI_original_glrlm_GrayLevelNonUniformityNormalized",0.975822211
"T2WI_original_glrlm_GrayLevelVariance",0.012088894
"T2WI_original_glrlm_HighGrayLevelRunEmphasis",3.963200903
"T2WI_original_glrlm_LongRunEmphasis",229.061495
"T2WI_original_glrlm_LongRunHighGrayLevelEmphasis",916.176508
"T2WI_original_glrlm_LowGrayLevelRunEmphasis",0.259199774
"T2WI_original_glrlm_RunVariance",57.39145331
"T2WI_original_glszm_GrayLevelNonUniformity",5.285714286
"T2WI_original_glszm_SizeZoneNonUniformity",2.142857143
"T2WI_original_glszm_ZonePercentage",0.000370606
"T2WI_original_glszm_ZoneVariance",43565849.35
"T2WI_original_ngtdm_Busyness",2.509800945
"T2WI_original_ngtdm_Coarseness",0.09978383
"T2WI_original_ngtdm_Complexity",0.001061167
"T2WI_original_ngtdm_Contrast",1.61e-06
"T2WI_log-sigma-2-0-mm-3D_firstorder_10Percentile",-0.616623515
"T2WI_log-sigma-2-0-mm-3D_firstorder_90Percentile",0.339900625
"T2WI_log-sigma-2-0-mm-3D_firstorder_Energy",2934.974535
"T2WI_log-sigma-2-0-mm-3D_firstorder_InterquartileRange",0.501637183
"T2WI_log-sigma-2-0-mm-3D_firstorder_Kurtosis",3.11376152
"T2WI_log-sigma-2-0-mm-3D_firstorder_Maximum",0.868597209
"T2WI_log-sigma-2-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.298466538
"T2WI_log-sigma-2-0-mm-3D_firstorder_Mean",-0.121031339
"T2WI_log-sigma-2-0-mm-3D_firstorder_Median",-0.092983142
"T2WI_log-sigma-2-0-mm-3D_firstorder_Minimum",-1.438997269
"T2WI_log-sigma-2-0-mm-3D_firstorder_Range",2.307594478
"T2WI_log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.207823207
"T2WI_log-sigma-2-0-mm-3D_firstorder_RootMeanSquared",0.394193249
"T2WI_log-sigma-2-0-mm-3D_firstorder_Skewness",-0.432459339
"T2WI_log-sigma-2-0-mm-3D_firstorder_TotalEnergy",2934.974535
"T2WI_log-sigma-2-0-mm-3D_firstorder_Variance",0.140739732
"T2WI_log-sigma-2-0-mm-3D_glcm_Autocorrelation",2.040824684
"T2WI_log-sigma-2-0-mm-3D_glcm_JointAverage",1.37278385
"T2WI_log-sigma-2-0-mm-3D_glcm_ClusterProminence",0.900842055
"T2WI_log-sigma-2-0-mm-3D_glcm_ClusterShade",0.3565158
"T2WI_log-sigma-2-0-mm-3D_glcm_Contrast",0.155053734
"T2WI_log-sigma-2-0-mm-3D_glcm_Correlation",0.668047826
"T2WI_log-sigma-2-0-mm-3D_glcm_DifferenceAverage",0.155053734
"T2WI_log-sigma-2-0-mm-3D_glcm_DifferenceEntropy",0.614528771
"T2WI_log-sigma-2-0-mm-3D_glcm_DifferenceVariance",0.129693679
"T2WI_log-sigma-2-0-mm-3D_glcm_Imc1",-0.364313718
"T2WI_log-sigma-2-0-mm-3D_glcm_Imc2",0.698728885
"T2WI_log-sigma-2-0-mm-3D_glcm_Idm",0.922473133
"T2WI_log-sigma-2-0-mm-3D_glcm_Idmn",0.968989253
"T2WI_log-sigma-2-0-mm-3D_glcm_Id",0.922473133
"T2WI_log-sigma-2-0-mm-3D_glcm_Idn",0.948315422
"T2WI_log-sigma-2-0-mm-3D_glcm_InverseVariance",0.155053734
"T2WI_log-sigma-2-0-mm-3D_glcm_MaximumProbability",0.549689282
"T2WI_log-sigma-2-0-mm-3D_gldm_DependenceEntropy",4.677390561
"T2WI_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity",2188.186362
"T2WI_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.115850612
"T2WI_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity",9821.040343
"T2WI_log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis",2.200285896
"T2WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis",469.6465481
"T2WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",912.7219928
"T2WI_log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",358.8776869
"T2WI_log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis",0.699928526
"T2WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity",2248.984888
"T2WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized",0.508724982
"T2WI_log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance",0.245637509
"T2WI_log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.695738728
"T2WI_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis",37.51203263
"T2WI_log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",67.07492138
"T2WI_log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",30.12131045
"T2WI_log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis",0.576065318
"T2WI_log-sigma-2-0-mm-3D_glrlm_RunEntropy",4.195864562
"T2WI_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity",629.2310747
"T2WI_log-sigma-2-0-mm-3D_glrlm_RunPercentage",0.234137263
"T2WI_log-sigma-2-0-mm-3D_glrlm_RunVariance",16.26582563
"T2WI_log-sigma-2-0-mm-3D_ngtdm_Coarseness",0.000685734
"T2WI_log-sigma-2-0-mm-3D_ngtdm_Complexity",0.154414662
"T2WI_log-sigma-2-0-mm-3D_ngtdm_Contrast",0.037266193
"T2WI_log-sigma-2-0-mm-3D_ngtdm_Strength",0.000681985
"T2WI_log-sigma-3-0-mm-3D_firstorder_10Percentile",-0.777896142
"T2WI_log-sigma-3-0-mm-3D_firstorder_90Percentile",0.294536513
"T2WI_log-sigma-3-0-mm-3D_firstorder_Energy",4276.806214
"T2WI_log-sigma-3-0-mm-3D_firstorder_InterquartileRange",0.597639631
"T2WI_log-sigma-3-0-mm-3D_firstorder_Kurtosis",2.617613343
"T2WI_log-sigma-3-0-mm-3D_firstorder_Maximum",0.765145838
"T2WI_log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.33713453
"T2WI_log-sigma-3-0-mm-3D_firstorder_Mean",-0.238641712
"T2WI_log-sigma-3-0-mm-3D_firstorder_Median",-0.23658888
"T2WI_log-sigma-3-0-mm-3D_firstorder_Minimum",-1.667184472
"T2WI_log-sigma-3-0-mm-3D_firstorder_Range",2.43233031
"T2WI_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.245109452
"T2WI_log-sigma-3-0-mm-3D_firstorder_RootMeanSquared",0.475846412
"T2WI_log-sigma-3-0-mm-3D_firstorder_Skewness",-0.192985525
"T2WI_log-sigma-3-0-mm-3D_firstorder_TotalEnergy",4276.806214
"T2WI_log-sigma-3-0-mm-3D_firstorder_Variance",0.169479941
"T2WI_log-sigma-3-0-mm-3D_glcm_Autocorrelation",1.762476799
"T2WI_log-sigma-3-0-mm-3D_glcm_JointAverage",1.271458593
"T2WI_log-sigma-3-0-mm-3D_glcm_ClusterProminence",1.050756996
"T2WI_log-sigma-3-0-mm-3D_glcm_ClusterShade",0.579091053
"T2WI_log-sigma-3-0-mm-3D_glcm_ClusterTendency",0.686916818
"T2WI_log-sigma-3-0-mm-3D_glcm_Contrast",0.103797962
"T2WI_log-sigma-3-0-mm-3D_glcm_Correlation",0.73659743
"T2WI_log-sigma-3-0-mm-3D_glcm_DifferenceAverage",0.103797962
"T2WI_log-sigma-3-0-mm-3D_glcm_DifferenceEntropy",0.477199147
"T2WI_log-sigma-3-0-mm-3D_glcm_DifferenceVariance",0.092570784
"T2WI_log-sigma-3-0-mm-3D_glcm_JointEnergy",0.512071826
"T2WI_log-sigma-3-0-mm-3D_glcm_Imc1",-0.457371738
"T2WI_log-sigma-3-0-mm-3D_glcm_Imc2",0.729161385
"T2WI_log-sigma-3-0-mm-3D_glcm_Idm",0.948101019
"T2WI_log-sigma-3-0-mm-3D_glcm_Idmn",0.979240408
"T2WI_log-sigma-3-0-mm-3D_glcm_Id",0.948101019
"T2WI_log-sigma-3-0-mm-3D_glcm_Idn",0.965400679
"T2WI_log-sigma-3-0-mm-3D_glcm_InverseVariance",0.103797962
"T2WI_log-sigma-3-0-mm-3D_glcm_MaximumProbability",0.676642426
"T2WI_log-sigma-3-0-mm-3D_glcm_SumSquares",0.197678695
"T2WI_log-sigma-3-0-mm-3D_gldm_DependenceEntropy",4.007285371
"T2WI_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity",3896.887018
"T2WI_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.206315492
"T2WI_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity",10840.80474
"T2WI_log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis",1.923125794
"T2WI_log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis",520.8395807
"T2WI_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",841.9736341
"T2WI_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",440.5560673
"T2WI_log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis",0.769218551
"T2WI_log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity",1816.088446
"T2WI_log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized",0.512401905
"T2WI_log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance",0.243799048
"T2WI_log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.734293087
"T2WI_log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis",64.58635477
"T2WI_log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",91.66124624
"T2WI_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",57.81763191
"T2WI_log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis",0.566426728
"T2WI_log-sigma-3-0-mm-3D_glrlm_RunEntropy",4.309903037
"T2WI_log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity",454.063719
"T2WI_log-sigma-3-0-mm-3D_glrlm_RunPercentage",0.187762682
"T2WI_log-sigma-3-0-mm-3D_glrlm_RunVariance",30.90433676
"T2WI_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity",5.2
"T2WI_log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis",2.8
"T2WI_log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis",30345589.4
"T2WI_log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis",0.55
"T2WI_log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity",3
"T2WI_log-sigma-3-0-mm-3D_glszm_ZoneVariance",16665130.76
"T2WI_log-sigma-3-0-mm-3D_ngtdm_Busyness",6336.614696
"T2WI_log-sigma-3-0-mm-3D_ngtdm_Coarseness",0.001026436
"T2WI_log-sigma-3-0-mm-3D_ngtdm_Complexity",0.103160149
"T2WI_log-sigma-3-0-mm-3D_ngtdm_Contrast",0.022384687
"T2WI_log-sigma-3-0-mm-3D_ngtdm_Strength",0.001007677
"T2WI_log-sigma-4-0-mm-3D_firstorder_10Percentile",-0.933726192
"T2WI_log-sigma-4-0-mm-3D_firstorder_90Percentile",0.234926499
"T2WI_log-sigma-4-0-mm-3D_firstorder_Energy",6188.313081
"T2WI_log-sigma-4-0-mm-3D_firstorder_Entropy",0.8161916
"T2WI_log-sigma-4-0-mm-3D_firstorder_InterquartileRange",0.720095385
"T2WI_log-sigma-4-0-mm-3D_firstorder_Kurtosis",2.089093799
"T2WI_log-sigma-4-0-mm-3D_firstorder_Maximum",0.697103202
"T2WI_log-sigma-4-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.375125967
"T2WI_log-sigma-4-0-mm-3D_firstorder_Mean",-0.364582065
"T2WI_log-sigma-4-0-mm-3D_firstorder_Median",-0.378195718
"T2WI_log-sigma-4-0-mm-3D_firstorder_Minimum",-1.551224351
"T2WI_log-sigma-4-0-mm-3D_firstorder_Range",2.248327553
"T2WI_log-sigma-4-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.289075624
"T2WI_log-sigma-4-0-mm-3D_firstorder_RootMeanSquared",0.572391468
"T2WI_log-sigma-4-0-mm-3D_firstorder_Skewness",-0.009745803
"T2WI_log-sigma-4-0-mm-3D_firstorder_TotalEnergy",6188.313081
"T2WI_log-sigma-4-0-mm-3D_firstorder_Uniformity",0.621895838
"T2WI_log-sigma-4-0-mm-3D_firstorder_Variance",0.194711911
"T2WI_log-sigma-4-0-mm-3D_glcm_Autocorrelation",1.60462439
"T2WI_log-sigma-4-0-mm-3D_glcm_JointAverage",1.214544499
"T2WI_log-sigma-4-0-mm-3D_glcm_ClusterProminence",1.099434395
"T2WI_log-sigma-4-0-mm-3D_glcm_ClusterShade",0.634032897
"T2WI_log-sigma-4-0-mm-3D_glcm_ClusterTendency",0.595639842
"T2WI_log-sigma-4-0-mm-3D_glcm_Contrast",0.078018212
"T2WI_log-sigma-4-0-mm-3D_glcm_Correlation",0.767074408
"T2WI_log-sigma-4-0-mm-3D_glcm_DifferenceAverage",0.078018212
"T2WI_log-sigma-4-0-mm-3D_glcm_DifferenceEntropy",0.391939749
"T2WI_log-sigma-4-0-mm-3D_glcm_DifferenceVariance",0.071630324
"T2WI_log-sigma-4-0-mm-3D_glcm_JointEnergy",0.591540649
"T2WI_log-sigma-4-0-mm-3D_glcm_JointEntropy",1.116474538
"T2WI_log-sigma-4-0-mm-3D_glcm_Imc1",-0.509317541
"T2WI_log-sigma-4-0-mm-3D_glcm_Imc2",0.727181663
"T2WI_log-sigma-4-0-mm-3D_glcm_Idm",0.960990894
"T2WI_log-sigma-4-0-mm-3D_glcm_Idmn",0.984396358
"T2WI_log-sigma-4-0-mm-3D_glcm_Id",0.960990894
"T2WI_log-sigma-4-0-mm-3D_glcm_Idn",0.973993929
"T2WI_log-sigma-4-0-mm-3D_glcm_InverseVariance",0.078018212
"T2WI_log-sigma-4-0-mm-3D_glcm_MaximumProbability",0.746446396
"T2WI_log-sigma-4-0-mm-3D_glcm_SumEntropy",1.038456326
"T2WI_log-sigma-4-0-mm-3D_glcm_SumSquares",0.168414514
"T2WI_log-sigma-4-0-mm-3D_gldm_DependenceEntropy",3.53960764
"T2WI_log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity",5347.300402
"T2WI_log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.283105697
"T2WI_log-sigma-4-0-mm-3D_gldm_GrayLevelNonUniformity",11746.36859
"T2WI_log-sigma-4-0-mm-3D_gldm_GrayLevelVariance",0.189052081
"T2WI_log-sigma-4-0-mm-3D_gldm_HighGrayLevelEmphasis",1.759371029
"T2WI_log-sigma-4-0-mm-3D_gldm_LargeDependenceEmphasis",547.2280813
"T2WI_log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",798.5014295
"T2WI_log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",484.4097443
"T2WI_log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis",0.810157243
"T2WI_log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformity",1584.596835
"T2WI_log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized",0.51057305
"T2WI_log-sigma-4-0-mm-3D_glrlm_GrayLevelVariance",0.244713475
"T2WI_log-sigma-4-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.714465402
"T2WI_log-sigma-4-0-mm-3D_glrlm_LongRunEmphasis",88.05458121
"T2WI_log-sigma-4-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",112.9303221
"T2WI_log-sigma-4-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",81.83564598
"T2WI_log-sigma-4-0-mm-3D_glrlm_LowGrayLevelRunEmphasis",0.571383649
"T2WI_log-sigma-4-0-mm-3D_glrlm_RunEntropy",4.313497869
"T2WI_log-sigma-4-0-mm-3D_glrlm_RunVariance",42.99826909
"T2WI_log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity",2.6
"T2WI_log-sigma-4-0-mm-3D_glszm_HighGrayLevelZoneEmphasis",2.8
"T2WI_log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis",0.55
"T2WI_log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformity",1
"T2WI_log-sigma-4-0-mm-3D_glszm_ZoneVariance",29787941.84
"T2WI_log-sigma-4-0-mm-3D_ngtdm_Coarseness",0.001356629
"T2WI_log-sigma-4-0-mm-3D_ngtdm_Complexity",0.078051774
"T2WI_log-sigma-4-0-mm-3D_ngtdm_Contrast",0.015220137
"T2WI_log-sigma-4-0-mm-3D_ngtdm_Strength",0.001315246
"T2WI_log-sigma-5-0-mm-3D_firstorder_10Percentile",-1.122529364
"T2WI_log-sigma-5-0-mm-3D_firstorder_90Percentile",0.155283928
"T2WI_log-sigma-5-0-mm-3D_firstorder_Energy",8971.516063
"T2WI_log-sigma-5-0-mm-3D_firstorder_Entropy",0.740927798
"T2WI_log-sigma-5-0-mm-3D_firstorder_InterquartileRange",0.871088203
"T2WI_log-sigma-5-0-mm-3D_firstorder_Kurtosis",1.795352519
"T2WI_log-sigma-5-0-mm-3D_firstorder_Maximum",0.650695264
"T2WI_log-sigma-5-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.424743993
"T2WI_log-sigma-5-0-mm-3D_firstorder_Mean",-0.489001152
"T2WI_log-sigma-5-0-mm-3D_firstorder_Median",-0.480929434
"T2WI_log-sigma-5-0-mm-3D_firstorder_Minimum",-1.464005828
"T2WI_log-sigma-5-0-mm-3D_firstorder_Range",2.114701092
"T2WI_log-sigma-5-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.343164176
"T2WI_log-sigma-5-0-mm-3D_firstorder_RootMeanSquared",0.689191532
"T2WI_log-sigma-5-0-mm-3D_firstorder_Skewness",0.001889242
"T2WI_log-sigma-5-0-mm-3D_firstorder_TotalEnergy",8971.516063
"T2WI_log-sigma-5-0-mm-3D_firstorder_Uniformity",0.668536721
"T2WI_log-sigma-5-0-mm-3D_firstorder_Variance",0.235862841
"T2WI_log-sigma-5-0-mm-3D_glcm_Autocorrelation",1.482956077
"T2WI_log-sigma-5-0-mm-3D_glcm_JointAverage",1.17189069
"T2WI_log-sigma-5-0-mm-3D_glcm_ClusterShade",0.616456979
"T2WI_log-sigma-5-0-mm-3D_glcm_ClusterTendency",0.503555446
"T2WI_log-sigma-5-0-mm-3D_glcm_Contrast",0.065431988
"T2WI_log-sigma-5-0-mm-3D_glcm_Correlation",0.768270637
"T2WI_log-sigma-5-0-mm-3D_glcm_DifferenceAverage",0.065431988
"T2WI_log-sigma-5-0-mm-3D_glcm_DifferenceEntropy",0.345749661
"T2WI_log-sigma-5-0-mm-3D_glcm_DifferenceVariance",0.060920396
"T2WI_log-sigma-5-0-mm-3D_glcm_JointEnergy",0.654585887
"T2WI_log-sigma-5-0-mm-3D_glcm_JointEntropy",0.977486842
"T2WI_log-sigma-5-0-mm-3D_glcm_Imc1",-0.520581642
"T2WI_log-sigma-5-0-mm-3D_glcm_Idm",0.967284006
"T2WI_log-sigma-5-0-mm-3D_glcm_Idmn",0.986913602
"T2WI_log-sigma-5-0-mm-3D_glcm_Id",0.967284006
"T2WI_log-sigma-5-0-mm-3D_glcm_Idn",0.978189337
"T2WI_log-sigma-5-0-mm-3D_glcm_InverseVariance",0.065431988
"T2WI_log-sigma-5-0-mm-3D_glcm_MaximumProbability",0.795393316
"T2WI_log-sigma-5-0-mm-3D_glcm_SumEntropy",0.912054854
"T2WI_log-sigma-5-0-mm-3D_glcm_SumSquares",0.142246858
"T2WI_log-sigma-5-0-mm-3D_gldm_DependenceEntropy",3.299479477
"T2WI_log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity",6129.429585
"T2WI_log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.324514485
"T2WI_log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity",12627.32158
"T2WI_log-sigma-5-0-mm-3D_gldm_GrayLevelVariance",0.16573164
"T2WI_log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis",1.629129606
"T2WI_log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",754.3638818
"T2WI_log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",512.210332
"T2WI_log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis",0.842717598
"T2WI_log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformity",1459.179174
"T2WI_log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.638580165
"T2WI_log-sigma-5-0-mm-3D_glrlm_LongRunEmphasis",101.2225745
"T2WI_log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",122.037813
"T2WI_log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",96.01876485
"T2WI_log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis",0.590354959
"T2WI_log-sigma-5-0-mm-3D_glrlm_RunEntropy",4.313154776
"T2WI_log-sigma-5-0-mm-3D_glrlm_RunVariance",49.09422188
"T2WI_log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity",3.333333333
"T2WI_log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis",3
"T2WI_log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis",0.5
"T2WI_log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity",1.333333333
"T2WI_log-sigma-5-0-mm-3D_ngtdm_Complexity",0.065804138
"T2WI_log-sigma-5-0-mm-3D_ngtdm_Contrast",0.011436487
"T2WI_wavelet-LLH_firstorder_10Percentile",-0.070140185
"T2WI_wavelet-LLH_firstorder_90Percentile",0.01925139
"T2WI_wavelet-LLH_firstorder_Energy",139.3697884
"T2WI_wavelet-LLH_firstorder_InterquartileRange",0.01175505
"T2WI_wavelet-LLH_firstorder_Kurtosis",18.07063763
"T2WI_wavelet-LLH_firstorder_Maximum",0.429756957
"T2WI_wavelet-LLH_firstorder_MeanAbsoluteDeviation",0.042462266
"T2WI_wavelet-LLH_firstorder_Mean",-0.015233508
"T2WI_wavelet-LLH_firstorder_Median",-0.000306991
"T2WI_wavelet-LLH_firstorder_Minimum",-0.938826785
"T2WI_wavelet-LLH_firstorder_Range",1.368583742
"T2WI_wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation",0.009545009
"T2WI_wavelet-LLH_firstorder_RootMeanSquared",0.085899638
"T2WI_wavelet-LLH_firstorder_Skewness",-2.308538543
"T2WI_wavelet-LLH_firstorder_TotalEnergy",139.3697884
"T2WI_wavelet-LLH_firstorder_Variance",0.007146688
"T2WI_wavelet-LLH_glcm_Autocorrelation",2.159453691
"T2WI_wavelet-LLH_glcm_JointAverage",1.447238399
"T2WI_wavelet-LLH_glcm_ClusterProminence",0.632780681
"T2WI_wavelet-LLH_glcm_ClusterShade",0.092728836
"T2WI_wavelet-LLH_glcm_ClusterTendency",0.6243354
"T2WI_wavelet-LLH_glcm_Contrast",0.36452301
"T2WI_wavelet-LLH_glcm_Correlation",0.262658388
"T2WI_wavelet-LLH_glcm_DifferenceAverage",0.36452301
"T2WI_wavelet-LLH_glcm_DifferenceEntropy",0.912439199
"T2WI_wavelet-LLH_glcm_DifferenceVariance",0.221375153
"T2WI_wavelet-LLH_glcm_JointEnergy",0.284195642
"T2WI_wavelet-LLH_glcm_JointEntropy",1.899373287
"T2WI_wavelet-LLH_glcm_Imc1",-0.08517574
"T2WI_wavelet-LLH_glcm_Imc2",0.296423775
"T2WI_wavelet-LLH_glcm_Idm",0.817738495
"T2WI_wavelet-LLH_glcm_Idmn",0.927095398
"T2WI_wavelet-LLH_glcm_Id",0.817738495
"T2WI_wavelet-LLH_glcm_Idn",0.87849233
"T2WI_wavelet-LLH_glcm_InverseVariance",0.36452301
"T2WI_wavelet-LLH_glcm_MaximumProbability",0.370500096
"T2WI_wavelet-LLH_glcm_SumEntropy",1.534850277
