"Feature","Value"
"FLAIR_log-sigma-2-0-mm-3D_glcm_Autocorrelation",2.086622574
"FLAIR_log-sigma-2-0-mm-3D_glcm_JointAverage",1.390613001
"FLAIR_log-sigma-2-0-mm-3D_glcm_ClusterShade",0.304811785
"FLAIR_log-sigma-2-0-mm-3D_glcm_ClusterTendency",0.78168506
"FLAIR_log-sigma-2-0-mm-3D_glcm_Contrast",0.170432857
"FLAIR_log-sigma-2-0-mm-3D_glcm_Correlation",0.642019789
"FLAIR_log-sigma-2-0-mm-3D_glcm_DifferenceAverage",0.170432857
"FLAIR_log-sigma-2-0-mm-3D_glcm_DifferenceEntropy",0.649352021
"FLAIR_log-sigma-2-0-mm-3D_glcm_DifferenceVariance",0.139720353
"FLAIR_log-sigma-2-0-mm-3D_glcm_JointEnergy",0.384220689
"FLAIR_log-sigma-2-0-mm-3D_glcm_JointEntropy",1.607127732
"FLAIR_log-sigma-2-0-mm-3D_glcm_Imc1",-0.334920379
"FLAIR_log-sigma-2-0-mm-3D_glcm_Imc2",0.679286818
"FLAIR_log-sigma-2-0-mm-3D_glcm_Idm",0.914783572
"FLAIR_log-sigma-2-0-mm-3D_glcm_Idmn",0.965913429
"FLAIR_log-sigma-2-0-mm-3D_glcm_Id",0.914783572
"FLAIR_log-sigma-2-0-mm-3D_glcm_Idn",0.943189048
"FLAIR_log-sigma-2-0-mm-3D_glcm_InverseVariance",0.170432857
"FLAIR_log-sigma-2-0-mm-3D_glcm_MaximumProbability",0.524170571
"FLAIR_log-sigma-2-0-mm-3D_glcm_SumEntropy",1.436694875
"FLAIR_log-sigma-2-0-mm-3D_glcm_SumSquares",0.238029479
"FLAIR_log-sigma-2-0-mm-3D_gldm_DependenceEntropy",4.883795949
"FLAIR_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity",1904.887018
"FLAIR_log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.100851706
"FLAIR_log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity",9834.343075
"FLAIR_log-sigma-2-0-mm-3D_gldm_GrayLevelVariance",0.239666903
"FLAIR_log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis",2.195044473
"FLAIR_log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis",456.3250741
"FLAIR_log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",939.2027742
"FLAIR_log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",335.6056491
"FLAIR_log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis",0.701238882
"FLAIR_log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis",0.011988346
"FLAIR_log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity",2344.828067
"FLAIR_log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis",31.42027328
"FLAIR_log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",63.30738888
"FLAIR_log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",23.44849438
"FLAIR_log-sigma-2-0-mm-3D_glrlm_RunEntropy",4.178150113
"FLAIR_log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity",683.8415698
"FLAIR_log-sigma-2-0-mm-3D_glrlm_RunPercentage",0.248118463
"FLAIR_log-sigma-2-0-mm-3D_glrlm_RunVariance",12.62435663
"FLAIR_log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis",0.896716885
"FLAIR_log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis",11571381.63
"FLAIR_log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis",22092983.13
"FLAIR_log-sigma-2-0-mm-3D_glszm_ZoneVariance",10177801.38
"FLAIR_log-sigma-2-0-mm-3D_ngtdm_Coarseness",0.000616861
"FLAIR_log-sigma-2-0-mm-3D_ngtdm_Complexity",0.171655034
"FLAIR_log-sigma-2-0-mm-3D_ngtdm_Contrast",0.041458559
"FLAIR_log-sigma-2-0-mm-3D_ngtdm_Strength",0.000612122
"FLAIR_log-sigma-3-0-mm-3D_firstorder_10Percentile",-0.435165894
"FLAIR_log-sigma-3-0-mm-3D_firstorder_90Percentile",0.189944792
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Energy",1295.933956
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Entropy",0.927532268
"FLAIR_log-sigma-3-0-mm-3D_firstorder_InterquartileRange",0.28795491
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Kurtosis",3.344298551
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Maximum",0.769822121
"FLAIR_log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.186852672
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Mean",-0.095969288
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Median",-0.075461928
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Minimum",-0.907469749
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Range",1.67729187
"FLAIR_log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.122746519
"FLAIR_log-sigma-3-0-mm-3D_firstorder_RootMeanSquared",0.261937964
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Skewness",-0.160480027
"FLAIR_log-sigma-3-0-mm-3D_firstorder_TotalEnergy",1295.933956
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Uniformity",0.549383952
"FLAIR_log-sigma-3-0-mm-3D_firstorder_Variance",0.059401393
"FLAIR_log-sigma-3-0-mm-3D_glcm_Autocorrelation",1.945195444
"FLAIR_log-sigma-3-0-mm-3D_glcm_JointAverage",1.333752698
"FLAIR_log-sigma-3-0-mm-3D_glcm_ClusterTendency",0.77729074
"FLAIR_log-sigma-3-0-mm-3D_glcm_Contrast",0.112125302
"FLAIR_log-sigma-3-0-mm-3D_glcm_Correlation",0.747786953
"FLAIR_log-sigma-3-0-mm-3D_glcm_DifferenceAverage",0.112125302
"FLAIR_log-sigma-3-0-mm-3D_glcm_DifferenceEntropy",0.50113812
"FLAIR_log-sigma-3-0-mm-3D_glcm_DifferenceVariance",0.098891202
"FLAIR_log-sigma-3-0-mm-3D_glcm_JointEnergy",0.456400777
"FLAIR_log-sigma-3-0-mm-3D_glcm_JointEntropy",1.408944532
"FLAIR_log-sigma-3-0-mm-3D_glcm_Imc1",-0.46627773
"FLAIR_log-sigma-3-0-mm-3D_glcm_Imc2",0.754091925
"FLAIR_log-sigma-3-0-mm-3D_glcm_Idm",0.943937349
"FLAIR_log-sigma-3-0-mm-3D_glcm_Idmn",0.97757494
"FLAIR_log-sigma-3-0-mm-3D_glcm_Id",0.943937349
"FLAIR_log-sigma-3-0-mm-3D_glcm_Idn",0.962624899
"FLAIR_log-sigma-3-0-mm-3D_glcm_InverseVariance",0.112125302
"FLAIR_log-sigma-3-0-mm-3D_glcm_MaximumProbability",0.610184651
"FLAIR_log-sigma-3-0-mm-3D_glcm_SumEntropy",1.29681923
"FLAIR_log-sigma-3-0-mm-3D_glcm_SumSquares",0.22235401
"FLAIR_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity",3434.626006
"FLAIR_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.181841699
"FLAIR_log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity",10376.76408
"FLAIR_log-sigma-3-0-mm-3D_gldm_GrayLevelVariance",0.225308024
"FLAIR_log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis",2.028589581
"FLAIR_log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",969.5265777
"FLAIR_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",398.9115047
"FLAIR_log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis",0.742852605
"FLAIR_log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity",1854.611485
"FLAIR_log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis",52.21702351
"FLAIR_log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",92.43021527
"FLAIR_log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",42.16372557
"FLAIR_log-sigma-3-0-mm-3D_glrlm_RunEntropy",4.512628011
"FLAIR_log-sigma-3-0-mm-3D_glrlm_RunVariance",21.87429917
"FLAIR_log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis",27944319.43
"FLAIR_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis",23455062.21
"FLAIR_log-sigma-3-0-mm-3D_glszm_ZoneVariance",20663573.63
"FLAIR_log-sigma-3-0-mm-3D_ngtdm_Complexity",0.113604131
"FLAIR_log-sigma-3-0-mm-3D_ngtdm_Contrast",0.025889264
"FLAIR_log-sigma-4-0-mm-3D_firstorder_10Percentile",-0.464453685
"FLAIR_log-sigma-4-0-mm-3D_firstorder_90Percentile",0.136551112
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Energy",1368.898424
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Entropy",0.862239156
"FLAIR_log-sigma-4-0-mm-3D_firstorder_InterquartileRange",0.31527749
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Kurtosis",2.747935211
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Maximum",0.658804834
"FLAIR_log-sigma-4-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.186939958
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Mean",-0.135213204
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Median",-0.10489567
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Minimum",-0.744176567
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Range",1.4029814
"FLAIR_log-sigma-4-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.130880716
"FLAIR_log-sigma-4-0-mm-3D_firstorder_RootMeanSquared",0.269210891
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Skewness",-0.192301063
"FLAIR_log-sigma-4-0-mm-3D_firstorder_TotalEnergy",1368.898424
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Uniformity",0.592408116
"FLAIR_log-sigma-4-0-mm-3D_firstorder_Variance",0.054191893
"FLAIR_log-sigma-4-0-mm-3D_glcm_Autocorrelation",1.789733017
"FLAIR_log-sigma-4-0-mm-3D_glcm_JointAverage",1.277136893
"FLAIR_log-sigma-4-0-mm-3D_glcm_ClusterProminence",1.095819491
"FLAIR_log-sigma-4-0-mm-3D_glcm_ClusterShade",0.60261644
"FLAIR_log-sigma-4-0-mm-3D_glcm_ClusterTendency",0.717941239
"FLAIR_log-sigma-4-0-mm-3D_glcm_Contrast",0.083355324
"FLAIR_log-sigma-4-0-mm-3D_glcm_Correlation",0.791768797
"FLAIR_log-sigma-4-0-mm-3D_glcm_DifferenceAverage",0.083355324
"FLAIR_log-sigma-4-0-mm-3D_glcm_DifferenceEntropy",0.409975996
"FLAIR_log-sigma-4-0-mm-3D_glcm_DifferenceVariance",0.076003822
"FLAIR_log-sigma-4-0-mm-3D_glcm_JointEnergy",0.523347897
"FLAIR_log-sigma-4-0-mm-3D_glcm_JointEntropy",1.246607073
"FLAIR_log-sigma-4-0-mm-3D_glcm_Imc1",-0.535781107
"FLAIR_log-sigma-4-0-mm-3D_glcm_Imc2",0.77043935
"FLAIR_log-sigma-4-0-mm-3D_glcm_Idm",0.958322338
"FLAIR_log-sigma-4-0-mm-3D_glcm_Idmn",0.983328935
"FLAIR_log-sigma-4-0-mm-3D_glcm_Id",0.958322338
"FLAIR_log-sigma-4-0-mm-3D_glcm_Idn",0.972214892
"FLAIR_log-sigma-4-0-mm-3D_glcm_InverseVariance",0.083355324
"FLAIR_log-sigma-4-0-mm-3D_glcm_MaximumProbability",0.681185445
"FLAIR_log-sigma-4-0-mm-3D_glcm_SumEntropy",1.16325175
"FLAIR_log-sigma-4-0-mm-3D_glcm_SumSquares",0.200324141
"FLAIR_log-sigma-4-0-mm-3D_gldm_DependenceEntropy",4.02475124
"FLAIR_log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity",4465.552308
"FLAIR_log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.236422719
"FLAIR_log-sigma-4-0-mm-3D_gldm_GrayLevelNonUniformity",11189.40449
"FLAIR_log-sigma-4-0-mm-3D_gldm_GrayLevelVariance",0.203795942
"FLAIR_log-sigma-4-0-mm-3D_gldm_HighGrayLevelEmphasis",1.855146125
"FLAIR_log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",933.2051038
"FLAIR_log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",443.2392524
"FLAIR_log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis",0.786213469
"FLAIR_log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformity",1640.014647
"FLAIR_log-sigma-4-0-mm-3D_glrlm_LongRunEmphasis",70.46571856
"FLAIR_log-sigma-4-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",110.9087141
"FLAIR_log-sigma-4-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",60.35496968
"FLAIR_log-sigma-4-0-mm-3D_glrlm_RunEntropy",4.663087039
"FLAIR_log-sigma-4-0-mm-3D_glrlm_RunVariance",29.10454512
"FLAIR_log-sigma-4-0-mm-3D_glszm_LargeAreaEmphasis",13958806
"FLAIR_log-sigma-4-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis",19579209.2
"FLAIR_log-sigma-4-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis",12553705.2
"FLAIR_log-sigma-4-0-mm-3D_glszm_ZonePercentage",0.000794155
"FLAIR_log-sigma-4-0-mm-3D_glszm_ZoneVariance",12373221.36
"FLAIR_log-sigma-4-0-mm-3D_ngtdm_Complexity",0.084747725
"FLAIR_log-sigma-4-0-mm-3D_ngtdm_Contrast",0.017501866
"FLAIR_log-sigma-5-0-mm-3D_firstorder_10Percentile",-0.479154769
"FLAIR_log-sigma-5-0-mm-3D_firstorder_90Percentile",0.069629899
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Energy",1468.974529
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Entropy",0.720060559
"FLAIR_log-sigma-5-0-mm-3D_firstorder_InterquartileRange",0.295664564
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Kurtosis",2.659335673
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Maximum",0.436402649
"FLAIR_log-sigma-5-0-mm-3D_firstorder_MeanAbsoluteDeviation",0.172173053
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Mean",-0.181466582
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Median",-0.157926522
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Minimum",-0.745867074
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Range",1.182269722
"FLAIR_log-sigma-5-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation",0.122573271
"FLAIR_log-sigma-5-0-mm-3D_firstorder_RootMeanSquared",0.27887793
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Skewness",-0.306420127
"FLAIR_log-sigma-5-0-mm-3D_firstorder_TotalEnergy",1468.974529
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Uniformity",0.681119907
"FLAIR_log-sigma-5-0-mm-3D_firstorder_Variance",0.044842779
"FLAIR_log-sigma-5-0-mm-3D_glcm_Autocorrelation",1.55501908
"FLAIR_log-sigma-5-0-mm-3D_glcm_JointAverage",1.194902662
"FLAIR_log-sigma-5-0-mm-3D_glcm_ClusterProminence",1.136571166
"FLAIR_log-sigma-5-0-mm-3D_glcm_ClusterShade",0.657209418
"FLAIR_log-sigma-5-0-mm-3D_glcm_ClusterTendency",0.56827333
"FLAIR_log-sigma-5-0-mm-3D_glcm_Contrast",0.059377814
"FLAIR_log-sigma-5-0-mm-3D_glcm_Correlation",0.810690675
"FLAIR_log-sigma-5-0-mm-3D_glcm_DifferenceAverage",0.059377814
"FLAIR_log-sigma-5-0-mm-3D_glcm_DifferenceEntropy",0.3222498
"FLAIR_log-sigma-5-0-mm-3D_glcm_DifferenceVariance",0.055643868
"FLAIR_log-sigma-5-0-mm-3D_glcm_JointEnergy",0.63053056
"FLAIR_log-sigma-5-0-mm-3D_glcm_JointEntropy",1.012111409
"FLAIR_log-sigma-5-0-mm-3D_glcm_Imc1",-0.577587492
"FLAIR_log-sigma-5-0-mm-3D_glcm_Imc2",0.746367286
"FLAIR_log-sigma-5-0-mm-3D_glcm_Idm",0.970311093
"FLAIR_log-sigma-5-0-mm-3D_glcm_Idmn",0.988124437
"FLAIR_log-sigma-5-0-mm-3D_glcm_Id",0.970311093
"FLAIR_log-sigma-5-0-mm-3D_glcm_Idn",0.980207395
"FLAIR_log-sigma-5-0-mm-3D_glcm_InverseVariance",0.059377814
"FLAIR_log-sigma-5-0-mm-3D_glcm_MaximumProbability",0.77540843
"FLAIR_log-sigma-5-0-mm-3D_glcm_SumEntropy",0.952733595
"FLAIR_log-sigma-5-0-mm-3D_glcm_SumSquares",0.156912786
"FLAIR_log-sigma-5-0-mm-3D_gldm_DependenceEntropy",3.631545135
"FLAIR_log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity",5479.623041
"FLAIR_log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized",0.290111343
"FLAIR_log-sigma-5-0-mm-3D_gldm_GrayLevelNonUniformity",12864.9928
"FLAIR_log-sigma-5-0-mm-3D_gldm_GrayLevelVariance",0.159440047
"FLAIR_log-sigma-5-0-mm-3D_gldm_HighGrayLevelEmphasis",1.597204574
"FLAIR_log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis",842.4994706
"FLAIR_log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis",495.401313
"FLAIR_log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis",0.850698856
"FLAIR_log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformity",1552.079271
"FLAIR_log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis",2.010690642
"FLAIR_log-sigma-5-0-mm-3D_glrlm_LongRunEmphasis",95.06966893
"FLAIR_log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis",128.2210907
"FLAIR_log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis",86.78181349
"FLAIR_log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis",0.747327339
"FLAIR_log-sigma-5-0-mm-3D_glrlm_RunVariance",38.39401371
"FLAIR_log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity",12.14285714
"FLAIR_log-sigma-5-0-mm-3D_ngtdm_Busyness",698.9588422
"FLAIR_log-sigma-5-0-mm-3D_ngtdm_Complexity",0.059622496
"FLAIR_log-sigma-5-0-mm-3D_ngtdm_Contrast",0.009761285
"FLAIR_wavelet-LLH_firstorder_10Percentile",-0.035641548
"FLAIR_wavelet-LLH_firstorder_90Percentile",0.012701052
"FLAIR_wavelet-LLH_firstorder_Energy",47.15480145
"FLAIR_wavelet-LLH_firstorder_Entropy",0.996055976
"FLAIR_wavelet-LLH_firstorder_InterquartileRange",0.007409761
"FLAIR_wavelet-LLH_firstorder_Kurtosis",26.50027609
"FLAIR_wavelet-LLH_firstorder_Maximum",0.394773555
"FLAIR_wavelet-LLH_firstorder_MeanAbsoluteDeviation",0.023000967
"FLAIR_wavelet-LLH_firstorder_Mean",-0.006562978
"FLAIR_wavelet-LLH_firstorder_Median",-0.000407276
"FLAIR_wavelet-LLH_firstorder_Minimum",-0.665829282
"FLAIR_wavelet-LLH_firstorder_Range",1.060602837
"FLAIR_wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation",0.004968892
"FLAIR_wavelet-LLH_firstorder_RootMeanSquared",0.04996547
"FLAIR_wavelet-LLH_firstorder_Skewness",-2.354008487
"FLAIR_wavelet-LLH_firstorder_TotalEnergy",47.15480145
"FLAIR_wavelet-LLH_firstorder_Uniformity",0.502731297
"FLAIR_wavelet-LLH_firstorder_Variance",0.002453475
"FLAIR_wavelet-LLH_glcm_Autocorrelation",2.188041901
"FLAIR_wavelet-LLH_glcm_JointAverage",1.461101687
"FLAIR_wavelet-LLH_glcm_ClusterProminence",0.60740607
"FLAIR_wavelet-LLH_glcm_ClusterShade",0.063891048
"FLAIR_wavelet-LLH_glcm_ClusterTendency",0.603417593
"FLAIR_wavelet-LLH_glcm_Contrast",0.39052632
"FLAIR_wavelet-LLH_glcm_Correlation",0.214229139
"FLAIR_wavelet-LLH_glcm_DifferenceAverage",0.39052632
"FLAIR_wavelet-LLH_glcm_DifferenceEntropy",0.93775781
"FLAIR_wavelet-LLH_glcm_DifferenceVariance",0.229385276
"FLAIR_wavelet-LLH_glcm_JointEnergy",0.273642767
"FLAIR_wavelet-LLH_glcm_JointEntropy",1.930456204
"FLAIR_wavelet-LLH_glcm_Imc1",-0.061077402
"FLAIR_wavelet-LLH_glcm_Imc2",0.244828724
"FLAIR_wavelet-LLH_glcm_Idm",0.80473684
"FLAIR_wavelet-LLH_glcm_Idmn",0.921894736
"FLAIR_wavelet-LLH_glcm_Id",0.80473684
"FLAIR_wavelet-LLH_glcm_Idn",0.86982456
"FLAIR_wavelet-LLH_glcm_InverseVariance",0.39052632
"FLAIR_wavelet-LLH_glcm_MaximumProbability",0.343635153
"FLAIR_wavelet-LLH_glcm_SumEntropy",1.539929884
"FLAIR_wavelet-LLH_glcm_SumSquares",0.248485978
"FLAIR_wavelet-LLH_gldm_DependenceEntropy",5.338640296
"FLAIR_wavelet-LLH_gldm_DependenceNonUniformity",1024.865629
"FLAIR_wavelet-LLH_gldm_DependenceNonUniformityNormalized",0.054260146
"FLAIR_wavelet-LLH_gldm_DependenceVariance",29.20171035
"FLAIR_wavelet-LLH_gldm_GrayLevelNonUniformity",9495.588734
"FLAIR_wavelet-LLH_gldm_GrayLevelVariance",0.248634352
"FLAIR_wavelet-LLH_gldm_HighGrayLevelEmphasis",2.389135959
"FLAIR_wavelet-LLH_gldm_LargeDependenceEmphasis",267.0483905
"FLAIR_wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis",599.3631936
"FLAIR_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis",183.9696898
"FLAIR_wavelet-LLH_gldm_LowGrayLevelEmphasis",0.65271601
"FLAIR_wavelet-LLH_glrlm_GrayLevelNonUniformity",4205.856814
"FLAIR_wavelet-LLH_glrlm_LongRunEmphasis",10.6304779
"FLAIR_wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis",23.90386136
"FLAIR_wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis",7.312132037
"FLAIR_wavelet-LLH_glrlm_RunEntropy",3.246258979
"FLAIR_wavelet-LLH_glrlm_RunLengthNonUniformity",2646.062578
"FLAIR_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized",0.295905127
"FLAIR_wavelet-LLH_glrlm_RunPercentage",0.445296973
"FLAIR_wavelet-LLH_glrlm_RunVariance",4.2140148
"FLAIR_wavelet-LLH_glrlm_ShortRunEmphasis",0.526404787
"FLAIR_wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis",1.356196443
"FLAIR_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis",0.318956873
"FLAIR_wavelet-LLH_glszm_SizeZoneNonUniformity",2.333333333
"FLAIR_wavelet-LLH_ngtdm_Busyness",4668.959851
"FLAIR_wavelet-LLH_ngtdm_Coarseness",0.0002752
"FLAIR_wavelet-LLH_ngtdm_Complexity",0.384764966
"FLAIR_wavelet-LLH_ngtdm_Contrast",0.095685036
"FLAIR_wavelet-LLH_ngtdm_Strength",0.000275145
"FLAIR_wavelet-LHL_firstorder_10Percentile",-0.301087568
"FLAIR_wavelet-LHL_firstorder_90Percentile",0.25482479
"FLAIR_wavelet-LHL_firstorder_Energy",1220.80364
"FLAIR_wavelet-LHL_firstorder_Entropy",0.999922323
"FLAIR_wavelet-LHL_firstorder_InterquartileRange",0.224444261
"FLAIR_wavelet-LHL_firstorder_Kurtosis",6.851621394
"FLAIR_wavelet-LHL_firstorder_Maximum",1.886386838
"FLAIR_wavelet-LHL_firstorder_MeanAbsoluteDeviation",0.173897572
"FLAIR_wavelet-LHL_firstorder_Mean",-0.012003088
"FLAIR_wavelet-LHL_firstorder_Median",-0.001781209
"FLAIR_wavelet-LHL_firstorder_Minimum",-1.461918907
"FLAIR_wavelet-LHL_firstorder_Range",3.348305745
"FLAIR_wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation",0.099277434
"FLAIR_wavelet-LHL_firstorder_RootMeanSquared",0.254231828
"FLAIR_wavelet-LHL_firstorder_Skewness",-0.240058466
"FLAIR_wavelet-LHL_firstorder_TotalEnergy",1220.80364
"FLAIR_wavelet-LHL_firstorder_Uniformity",0.500053841
"FLAIR_wavelet-LHL_firstorder_Variance",0.064489748
"FLAIR_wavelet-LHL_glcm_Autocorrelation",2.302563308
"FLAIR_wavelet-LHL_glcm_JointAverage",1.495392326
"FLAIR_wavelet-LHL_glcm_ClusterProminence",0.632766173
"FLAIR_wavelet-LHL_glcm_ClusterShade",0.008570718
"FLAIR_wavelet-LHL_glcm_ClusterTendency",0.632685732
"FLAIR_wavelet-LHL_glcm_Contrast",0.367227342
"FLAIR_wavelet-LHL_glcm_Correlation",0.265485207
"FLAIR_wavelet-LHL_glcm_DifferenceAverage",0.367227342
"FLAIR_wavelet-LHL_glcm_DifferenceEntropy",0.891036519
"FLAIR_wavelet-LHL_glcm_DifferenceVariance",0.216164516
"FLAIR_wavelet-LHL_glcm_JointEnergy",0.283878947
"FLAIR_wavelet-LHL_glcm_JointEntropy",1.89093666
"FLAIR_wavelet-LHL_glcm_Imc1",-0.108946938
"FLAIR_wavelet-LHL_glcm_Imc2",0.291882764
"FLAIR_wavelet-LHL_glcm_Idm",0.816386329
"FLAIR_wavelet-LHL_glcm_Idmn",0.926554532
"FLAIR_wavelet-LHL_glcm_Id",0.816386329
"FLAIR_wavelet-LHL_glcm_Idn",0.877590886
"FLAIR_wavelet-LHL_glcm_InverseVariance",0.367227342
"FLAIR_wavelet-LHL_glcm_MaximumProbability",0.320994003
"FLAIR_wavelet-LHL_glcm_SumEntropy",1.523709318
"FLAIR_wavelet-LHL_glcm_SumSquares",0.249978269
"FLAIR_wavelet-LHL_gldm_DependenceNonUniformity",1229.410102
"FLAIR_wavelet-LHL_gldm_DependenceNonUniformityNormalized",0.06508948
"FLAIR_wavelet-LHL_gldm_DependenceVariance",24.29493672
"FLAIR_wavelet-LHL_gldm_GrayLevelNonUniformity",9445.016942
"FLAIR_wavelet-LHL_gldm_GrayLevelVariance",0.24997308
"FLAIR_wavelet-LHL_gldm_HighGrayLevelEmphasis",2.484434562
"FLAIR_wavelet-LHL_gldm_LargeDependenceEmphasis",277.5745447
"FLAIR_wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis",688.3528166
"FLAIR_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis",174.8799767
"FLAIR_wavelet-LHL_gldm_LowGrayLevelEmphasis",0.62889136
"FLAIR_wavelet-LHL_glrlm_GrayLevelNonUniformity",4026.619988
"FLAIR_wavelet-LHL_glrlm_LongRunEmphasis",14.31171851
"FLAIR_wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis",35.62248786
"FLAIR_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis",8.984026175
